0,0.11
1,0.11
2,0.11
3,0.11
4,0.11
5,0.11
6,0.11
7,0.11
8,0.11
9,0.11
10,0.11
11,0.11
12,0.11
13,0.11
14,0.11
15,0.11
16,0.11
17,0.11
18,0.11
19,0.11
20,0.11
21,0.11
22,0.11
23,0.11
24,0.11
25,0.11
26,0.11
27,0.11
28,0.11
29,0.11
30,0.11
31,0.11
32,0.11
33,0.11
34,0.11
35,0.11
36,0.11
37,0.11
38,0.11
39,0.11
40,0.11
41,0.11
42,0.11
43,0.11
44,0.11
45,0.11
46,0.11
47,0.11
48,0.11
49,0.11
50,0.11
51,0.11
52,0.11
53,0.11
54,0.11
55,0.11
56,0.11
57,0.11
58,0.11
59,0.11
60,0.11
61,0.11
62,0.11
63,0.11
64,0.11
65,0.11
66,0.11
67,0.11
68,0.11
69,0.11
70,0.11
71,0.11
72,0.11
73,0.11
74,0.11
75,0.11
76,0.11
77,0.11
78,0.11
79,0.11
80,0.11
81,0.11
82,0.11
83,0.11
84,0.11
85,0.11
86,0.11
87,0.11
88,0.11
89,0.11
90,0.11
91,0.11
92,0.11
93,0.11
94,0.11
95,0.11
96,0.11
97,0.11
98,0.11
99,0.11
100,0.11
101,0.11
102,0.11
103,0.11
104,0.11
105,0.11
106,0.11
107,0.11
108,0.11
109,0.11
110,0.11
111,0.11
112,0.11
113,0.11
114,0.11
115,0.11
116,0.11
117,0.11
118,0.11
119,0.11
120,0.11
121,0.11
122,0.11
123,0.11
124,0.11
125,0.11
126,0.11
127,0.11
128,0.11
129,0.11
130,0.11
131,0.11
132,0.11
133,0.11
134,0.11
135,0.11
136,0.11
137,0.11
138,0.11
139,0.11
140,0.11
141,0.11
142,0.11
143,0.11
144,0.11
145,0.11
146,0.11
147,0.11
148,0.11
149,0.11
150,0.11
151,0.11
152,0.11
153,0.11
154,0.11
155,0.11
156,0.11
157,0.11
158,0.11
159,0.11
160,0.11
161,0.11
162,0.11
163,0.11
164,0.11
165,0.11
166,0.11
167,0.11
168,0.11
169,0.11
170,0.11
171,0.11
172,0.11
173,0.11
174,0.11
175,0.11
176,0.11
177,0.11
178,0.11
179,0.11
180,0.11
181,0.11
182,0.11
183,0.11
184,0.11
185,0.11
186,0.11
187,0.11
188,0.11
189,0.11
190,0.11
191,0.11
192,0.11
193,0.11
194,0.11
195,0.11
196,0.11
197,0.11
198,0.11
199,0.11
200,0.11
201,0.11
202,0.11
203,0.11
204,0.11
205,0.11
206,0.11
207,0.11
208,0.11
209,0.11
210,0.11
211,0.11
212,0.11
213,0.11
214,0.11
215,0.11
216,0.11
217,0.11
218,0.11
219,0.11
220,0.11
221,0.11
222,0.11
223,0.11
224,0.11
225,0.11
226,0.11
227,0.11
228,0.11
229,0.11
230,0.11
231,0.11
232,0.11
233,0.11
234,0.11
235,0.11
236,0.11
237,0.11
238,0.11
239,0.11
240,0.11
241,0.11
242,0.11
243,0.11
244,0.11
245,0.11
246,0.11
247,0.11
248,0.11
249,0.11
250,0.11
251,0.11
252,0.11
253,0.11
254,0.11
255,0.11
256,0.11
257,0.11
258,0.11
259,0.11
260,0.11
261,0.11
262,0.11
263,0.11
264,0.11
265,0.11
266,0.11
267,0.11
268,0.11
269,0.11
270,0.11
271,0.11
272,0.11
273,0.11
274,0.11
275,0.11
276,0.11
277,0.11
278,0.11
279,0.11
280,0.11
281,0.11
282,0.11
283,0.11
284,0.11
285,0.11
286,0.11
287,0.11
288,0.11
289,0.11
290,0.11
291,0.11
292,0.11
293,0.11
294,0.11
295,0.11
296,0.11
297,0.11
298,0.11
299,0.11
300,0.11
301,0.11
302,0.11
303,0.11
304,0.11
305,0.11
306,0.11
307,0.11
308,0.11
309,0.11
310,0.11
311,0.11
312,0.11
313,0.11
314,0.11
315,0.11
316,0.11
317,0.11
318,0.11
319,0.11
320,0.11
321,0.11
322,0.11
323,0.11
324,0.11
325,0.11
326,0.11
327,0.11
328,0.11
329,0.11
330,0.11
331,0.11
332,0.11
333,0.11
334,0.11
335,0.11
336,0.11
337,0.11
338,0.11
339,0.11
340,0.11
341,0.11
342,0.11
343,0.11
344,0.11
345,0.11
346,0.11
347,0.11
348,0.11
349,0.11
350,0.11
351,0.11
352,0.11
353,0.11
354,0.11
355,0.11
356,0.11
357,0.11
358,0.11
359,0.11
360,0.11
361,0.11
362,0.11
363,0.11
364,0.11
365,0.11
366,0.11
367,0.11
368,0.11
369,0.11
370,0.11
371,0.11
372,0.11
373,0.11
374,0.11
375,0.11
376,0.11
377,0.11
378,0.11
379,0.11
